,gender,program,submitted_on,age_on_program_start,months_work_experience,nationality,other_nationality,applicant_state
1273,Male,Master in Finance,2020-09-02,21,0,Russian Federation,,rejected
1274,Male,Master in Marketing,2021-09-04,25,16,Germany,,declined_offer
1275,Female,Master in Management,2021-06-30,21,0,India,,rejected
1276,Female,Master in Management,2022-06-28,22,16,Taiwan,,on_hold
1277,Female,Master in Management,2022-10-27,22,0,Georgia,,enrolled
1278,Male,Master in Marketing,2021-01-30,20,0,Lebanon,,declined_offer
1279,Male,Master in Marketing,2022-09-30,25,18,United Kingdom,,enrolled
1280,Male,Master in Marketing,2023-06-17,25,0,Germany,,enrolled
1281,Male,Master in Management,2021-10-23,23,10,Germany,,enrolled
1282,Female,Master in Management,2023-01-30,23,7,India,,withdrawn
1283,Male,Master in Management,2023-07-06,23,0,India,,withdrawn
1284,Female,Master in Finance,2024-01-17,25,9,Italy,,enrolled
1285,Female,Master in Management,2023-05-01,22,24,India,,enrolled
1286,Male,Master in Finance,2024-03-17,22,24,China,,on_hold
1287,Male,Master in Finance,2021-04-15,22,0,Viet Nam,,rejected
1288,Male,Master in Finance,2023-10-26,22,0,Germany,,on_hold
1289,Male,Master in Marketing,2021-08-24,24,8,India,,rejected
1290,Male,Master in Management,2022-09-10,30,24,India,,withdrawn
1291,Female,Master in Management,2024-03-14,23,0,India,,declined_offer
1292,Male,Master in Marketing,2022-07-30,25,0,Kenya,,declined_offer
1293,Female,Master in Finance,2021-03-10,22,0,Pakistan,,on_hold
1294,Male,Master in Finance,2024-01-14,23,8,Germany,,declined_offer
1295,Female,Master in Marketing,2023-02-25,21,0,China,,deferred
1296,Male,Master in Management,2021-07-06,21,0,Russian Federation,,declined_offer
1297,Female,Master in Management,2021-09-29,23,8,India,,withdrawn
1298,Female,Master in Marketing,2024-01-06,21,6,Italy,,rejected
1299,Female,Master in Finance,2020-09-16,21,0,Georgia,,declined_offer
1300,Male,Master in Finance,2021-05-04,25,24,Turkey,,enrolled
1301,Male,Master in Management,2021-11-27,23,12,China,,deferred
1302,Female,Master in Marketing,2022-09-19,23,0,Mexico,,on_hold
1303,Female,Master in Management,2022-01-25,24,0,Serbia,,rejected
1304,Male,Master in Finance,2024-01-21,23,6,India,,withdrawn
1305,Male,Master in Finance,2022-05-17,23,13,India,,rejected
1306,Male,Master in Finance,2022-08-05,24,18,India,Finland,withdrawn
1307,Female,Master in Finance,2021-07-25,22,0,Taiwan,,declined_offer
1308,Female,Master in Finance,2023-09-17,22,0,Colombia,,on_hold
1309,Male,Master in Marketing,2021-04-06,24,16,Russian Federation,,rejected
1310,Female,Master in Management,2021-05-13,23,0,India,,on_hold
1311,Male,Master in Marketing,2023-11-01,22,0,India,,rejected
1312,Female,Master in Marketing,2021-09-29,23,0,China,,rejected
1313,Male,Master in Finance,2022-05-27,23,0,China,,rejected
1314,Male,Master in Marketing,2023-12-03,23,0,India,,enrolled
1315,Male,Master in Management,2022-01-22,22,0,United States,,rejected
1316,Female,Master in Management,2022-07-28,29,24,Greece,,rejected
1317,Male,Master in Finance,2021-05-23,27,24,Germany,,rejected
1318,Female,Master in Finance,2021-01-22,24,16,China,,rejected
1319,Male,Master in Marketing,2022-01-29,25,24,Greece,,enrolled
1320,Male,Master in Marketing,2021-03-28,25,9,Russian Federation,,declined_offer
1321,Male,Master in Finance,2023-07-30,23,0,Russian Federation,,declined_offer
1322,Female,Master in Marketing,2022-02-27,24,14,India,,enrolled
1323,Female,Master in Marketing,2021-11-25,22,0,Lebanon,Tunisia,rejected
1324,Female,Master in Finance,2021-04-01,20,0,China,,declined_offer
1325,Male,Master in Marketing,2022-06-24,23,12,Finland,,enrolled
1326,Male,Master in Finance,2021-05-04,21,0,Russian Federation,,enrolled
1327,Male,Master in Marketing,2022-07-23,25,18,United States,,rejected
1328,Male,Master in Marketing,2021-04-24,28,9,China,,declined_offer
1329,Male,Master in Marketing,2021-02-20,23,0,India,,on_hold
1330,Male,Master in Finance,2020-10-20,24,4,Serbia,,enrolled
1331,Female,Master in Management,2022-10-13,23,3,India,,rejected
1332,Male,Master in Management,2023-05-25,22,0,Russian Federation,,on_hold
1333,Male,Master in Marketing,2020-11-13,24,8,Mexico,,rejected
1334,Female,Master in Marketing,2021-12-30,24,13,China,,declined_offer
1335,Female,Master in Marketing,2022-10-17,24,12,Switzerland,,declined_offer
1336,Female,Master in Management,2022-07-03,22,0,Germany,,enrolled
1337,Male,Master in Marketing,2021-10-04,22,0,India,,rejected
1338,Female,Master in Management,2023-08-25,24,6,Morocco,,enrolled
1339,Female,Master in Management,2021-02-18,21,0,India,Netherlands,enrolled
1340,Male,Master in Management,2021-12-26,25,15,China,Canada,declined_offer
1341,Female,Master in Management,2022-09-30,22,0,Poland,,on_hold
1342,Female,Master in Marketing,2021-08-05,21,0,United Kingdom,,enrolled
1343,Female,Master in Finance,2023-03-08,22,0,India,,withdrawn
1344,Male,Master in Finance,2023-05-16,22,0,India,,rejected
1345,Female,Master in Management,2022-03-20,23,0,Greece,United Kingdom,enrolled
1346,Female,Master in Finance,2023-03-08,22,20,India,Norway,enrolled
1347,Female,Master in Finance,2024-01-22,22,0,India,,withdrawn
1348,Female,Master in Marketing,2022-11-13,23,0,Germany,,enrolled
1349,Male,Master in Management,2021-07-06,22,0,Germany,,enrolled
1350,Female,Master in Marketing,2022-11-05,25,10,China,,enrolled
1351,Male,Master in Marketing,2023-12-19,25,24,Mexico,,enrolled
1352,Male,Master in Management,2022-10-14,22,0,Pakistan,,enrolled
1353,Male,Master in Finance,2023-12-14,24,24,India,,rejected
1354,Male,Master in Finance,2022-11-29,30,0,Romania,,enrolled
1355,Female,Master in Management,2020-11-16,22,0,India,,declined_offer
1356,Female,Master in Finance,2022-05-15,23,9,China,,on_hold
1357,Female,Master in Management,2022-10-26,22,0,China,,rejected
1358,Male,Master in Management,2021-06-20,24,12,Germany,,rejected
1359,Female,Master in Marketing,2020-12-03,26,24,China,,rejected
1360,Female,Master in Marketing,2021-07-31,30,0,Nigeria,,rejected
1361,Male,Master in Finance,2021-02-26,24,8,Germany,,on_hold
1362,Female,Master in Finance,2024-01-01,22,22,India,,rejected
1363,Male,Master in Finance,2021-02-15,22,0,Germany,,enrolled
1364,Male,Master in Finance,2024-01-28,27,36,India,,on_hold
1365,Male,Master in Marketing,2021-03-31,23,17,China,,enrolled
1366,Female,Master in Finance,2023-06-09,24,24,Germany,,declined_offer
1367,Male,Master in Management,2020-11-04,21,0,India,,rejected
1368,Male,Master in Marketing,2024-03-21,25,22,Mexico,,rejected
1369,Male,Master in Management,2022-11-30,23,9,India,,on_hold
1370,Female,Master in Finance,2023-10-19,24,10,Germany,,rejected
1371,Male,Master in Management,2022-11-12,23,8,China,,declined_offer
1372,Male,Master in Marketing,2023-05-09,22,0,India,,rejected
1373,Male,Master in Marketing,2021-04-26,32,24,India,,rejected
1374,Male,Master in Management,2024-02-25,24,36,India,,declined_offer
1375,Male,Master in Finance,2023-08-26,22,2,India,Finland,on_hold
1376,Female,Master in Management,2021-02-01,22,0,China,,declined_offer
1377,Female,Master in Finance,2023-03-25,24,21,India,,withdrawn
1378,Female,Master in Marketing,2021-11-09,22,0,Brazil,,enrolled
1379,Male,Master in Management,2023-12-30,23,0,France,,declined_offer
1380,Male,Master in Marketing,2022-06-09,29,8,India,Morocco,withdrawn
1381,Male,Master in Finance,2021-02-08,22,0,Russian Federation,,rejected
1382,Male,Master in Finance,2021-06-23,23,4,Russian Federation,,rejected
1383,Female,Master in Management,2023-05-10,23,0,Ireland,,declined_offer
1384,Female,Master in Management,2023-07-22,23,18,Taiwan,,enrolled
1385,Male,Master in Marketing,2021-06-26,30,36,Hungary,,rejected
1386,Male,Master in Finance,2022-03-23,24,17,Russian Federation,Canada,rejected
1387,Female,Master in Marketing,2021-09-01,23,4,Netherlands,,enrolled
1388,Female,Master in Finance,2024-02-02,24,13,China,Ukraine,enrolled
1389,Male,Master in Finance,2022-04-12,24,24,Russian Federation,,enrolled
1390,Female,Master in Management,2020-11-07,22,1,Norway,,on_hold
1391,Male,Master in Marketing,2022-11-08,25,10,Venezuela,,on_hold
1392,Female,Master in Management,2022-08-26,24,16,China,,rejected
1393,Male,Master in Finance,2020-09-17,23,0,United States,,rejected
1394,Female,Master in Finance,2023-05-19,24,0,India,,on_hold
1395,Female,Master in Management,2021-08-31,22,23,Mexico,,declined_offer
1396,Male,Master in Finance,2022-11-20,21,0,Algeria,,rejected
1397,Female,Master in Management,2022-03-03,25,7,Russian Federation,,declined_offer
1398,Male,Master in Finance,2020-10-21,25,15,China,Nigeria,withdrawn
1399,Male,Master in Finance,2021-08-05,23,7,Russian Federation,,enrolled
1400,Female,Master in Management,2023-10-20,24,8,Turkey,,enrolled
1401,Male,Master in Marketing,2023-02-20,22,0,Netherlands,,declined_offer
1402,Female,Master in Marketing,2022-12-29,25,24,Germany,,rejected
1403,Male,Master in Management,2021-09-30,24,15,Pakistan,,declined_offer
1404,Female,Master in Management,2021-09-10,22,0,Italy,,rejected
1405,Male,Master in Marketing,2022-08-11,25,12,Germany,,enrolled
1406,Female,Master in Management,2022-07-10,21,0,China,Jordan,withdrawn
1407,Male,Master in Finance,2021-05-08,24,0,Sweden,,deferred
1408,Female,Master in Management,2020-10-21,23,10,Russian Federation,,enrolled
1409,Female,Master in Management,2020-09-12,23,6,China,,rejected
1410,Female,Master in Management,2022-09-13,24,6,Taiwan,,enrolled
1411,Male,Master in Management,2020-09-06,22,0,India,,on_hold
1412,Female,Master in Marketing,2021-02-08,22,5,Turkey,,enrolled
1413,Male,Master in Management,2022-11-25,25,12,United States,,declined_offer
1414,Male,Master in Management,2021-06-06,22,0,India,Serbia,on_hold
1415,Female,Master in Finance,2021-05-26,27,8,India,,withdrawn
1416,Female,Master in Finance,2021-02-20,32,0,India,,enrolled
1417,Male,Master in Finance,2023-02-08,23,10,Russian Federation,,rejected
1418,Female,Master in Management,2021-07-19,22,1,India,,on_hold
1419,Male,Master in Finance,2021-12-21,23,10,Russian Federation,,enrolled
1420,Female,Master in Marketing,2022-08-11,22,13,Italy,,rejected
1421,Female,Master in Finance,2021-08-15,25,0,Kenya,Australia,rejected
1422,Female,Master in Marketing,2020-11-29,24,0,Belarus,,declined_offer
1423,Male,Master in Finance,2024-03-23,24,0,Brazil,,enrolled
1424,Female,Master in Management,2021-10-19,25,24,San Marino,,rejected
1425,Male,Master in Marketing,2020-12-01,22,18,Pakistan,,rejected
1426,Female,Master in Management,2021-04-17,23,3,Italy,,declined_offer
1427,Male,Master in Finance,2023-11-14,25,6,France,,enrolled
1428,Male,Master in Marketing,2023-07-03,30,6,Germany,,declined_offer
1429,Male,Master in Management,2020-10-19,27,36,China,,rejected
1430,Male,Master in Finance,2022-11-08,21,3,India,,enrolled
1431,Male,Master in Management,2023-08-15,22,0,India,,enrolled
1432,Female,Master in Management,2023-06-29,22,2,United States,,enrolled
1433,Male,Master in Management,2022-03-19,22,0,Russian Federation,,enrolled
1434,Male,Master in Management,2021-06-02,23,8,France,,declined_offer
1435,Female,Master in Management,2021-11-17,23,8,Viet Nam,,rejected
1436,Male,Master in Management,2023-08-06,25,23,India,,withdrawn
1437,Female,Master in Management,2023-10-10,24,15,China,,rejected
1438,Female,Master in Finance,2021-01-29,23,24,China,,enrolled
1439,Male,Master in Marketing,2023-09-30,24,14,Iran,,rejected
1440,Male,Master in Management,2021-07-02,24,0,Russian Federation,,rejected
1441,Female,Master in Marketing,2021-04-03,23,14,Hungary,India,enrolled
1442,Female,Master in Marketing,2020-11-24,22,0,Italy,,enrolled
1443,Male,Master in Marketing,2022-01-30,24,4,Russian Federation,,on_hold
1444,Male,Master in Management,2021-03-16,24,2,India,,rejected
1445,Female,Master in Management,2022-01-05,25,16,Hungary,,enrolled
1446,Male,Master in Finance,2020-12-14,23,0,Germany,,enrolled
1447,Male,Master in Management,2021-10-06,21,0,India,Switzerland,on_hold
1448,Male,Master in Marketing,2022-08-01,24,15,India,,withdrawn
1449,Female,Master in Management,2021-06-29,23,2,China,,on_hold
1450,Male,Master in Finance,2023-02-09,23,3,United States,,enrolled
1451,Female,Master in Management,2023-03-17,22,0,India,,declined_offer
1452,Female,Master in Management,2023-11-23,25,12,Venezuela,,declined_offer
1453,Male,Master in Finance,2022-03-06,25,12,India,,rejected
1454,Male,Master in Management,2021-11-29,23,3,United States,,declined_offer
1455,Male,Master in Management,2021-08-12,23,17,India,,declined_offer
1456,Female,Master in Finance,2023-07-26,23,4,Philippines,,enrolled
1457,Male,Master in Marketing,2023-04-23,23,0,Italy,,enrolled
1458,Male,Master in Finance,2021-05-23,30,13,China,,enrolled
1459,Male,Master in Finance,2022-12-27,24,16,United States,,declined_offer
1460,Female,Master in Management,2022-05-07,24,0,Germany,,declined_offer
1461,Female,Master in Finance,2021-06-13,22,0,China,,withdrawn
1462,Male,Master in Marketing,2022-10-16,23,0,Germany,,enrolled
1463,Female,Master in Finance,2021-10-29,21,0,China,,declined_offer
1464,Male,Master in Marketing,2022-08-17,23,3,Ghana,Japan,rejected
1465,Female,Master in Management,2022-06-13,21,0,Spain,,withdrawn
1466,Male,Master in Marketing,2023-04-19,23,6,India,,on_hold
1467,Male,Master in Management,2021-12-08,22,0,Russian Federation,,declined_offer
1468,Male,Master in Management,2022-01-01,22,0,Portugal,Bulgaria,rejected
1469,Female,Master in Management,2024-01-10,24,8,Germany,,on_hold
1470,Female,Master in Management,2021-01-20,23,0,Germany,,declined_offer
1471,Female,Master in Marketing,2023-09-13,23,1,Kenya,,rejected
1472,Male,Master in Management,2023-12-26,23,9,Russian Federation,,declined_offer
1473,Female,Master in Marketing,2022-03-24,25,11,China,,declined_offer
1474,Female,Master in Finance,2023-08-06,22,0,China,,enrolled
1475,Male,Master in Marketing,2022-01-11,23,8,Russian Federation,,rejected
1476,Male,Master in Management,2022-07-31,23,10,India,,rejected
1477,Non-binary,Master in Management,2020-11-03,31,0,Egypt,,rejected
1478,Male,Master in Management,2022-05-25,28,36,China,Rwanda,rejected
1479,Male,Master in Marketing,2023-09-18,22,0,Spain,,declined_offer
1480,Male,Master in Management,2023-09-24,26,14,India,,enrolled
1481,Male,Master in Finance,2023-04-04,22,5,India,,rejected
1482,Female,Master in Finance,2020-11-17,23,4,China,,rejected
1483,Female,Master in Management,2021-05-14,21,16,Taiwan,,enrolled
1484,Female,Master in Marketing,2020-09-16,22,0,Portugal,,withdrawn
1485,Male,Master in Management,2020-11-07,23,2,China,Spain,withdrawn
1486,Male,Master in Finance,2022-11-20,22,0,China,,enrolled
1487,Male,Master in Marketing,2020-11-17,22,0,Mexico,,rejected
1488,Male,Master in Management,2022-07-01,24,19,Brazil,,enrolled
1489,Male,Master in Finance,2021-04-30,22,0,Italy,,rejected
1490,Female,Master in Marketing,2020-09-21,22,10,China,,rejected
1491,Male,Master in Management,2023-11-11,22,0,Czech Republic,Mexico,enrolled
1492,Male,Master in Marketing,2020-10-25,21,12,Iran,,declined_offer
1493,Male,Master in Marketing,2021-11-07,23,0,Taiwan,,rejected
1494,Female,Master in Finance,2023-09-23,24,9,Ukraine,,enrolled
1495,Female,Master in Marketing,2022-10-25,24,7,China,,withdrawn
1496,Male,Master in Finance,2021-01-06,23,20,India,,enrolled
1497,Female,Master in Marketing,2021-09-18,21,0,India,,declined_offer
1498,Female,Master in Management,2022-06-17,23,3,Mexico,,declined_offer
1499,Female,Master in Management,2020-10-13,21,0,India,,rejected
1500,Male,Master in Management,2023-12-07,24,7,India,,on_hold
1501,Male,Master in Marketing,2022-05-10,23,20,Italy,,enrolled
1502,Male,Master in Management,2021-03-25,21,0,Egypt,,declined_offer
1503,Female,Master in Management,2022-06-04,22,0,Pakistan,,on_hold
1504,Male,Master in Management,2022-11-27,25,12,China,,enrolled
1505,Female,Master in Marketing,2023-12-29,25,6,Viet Nam,,enrolled
1506,Female,Master in Management,2023-11-04,22,18,Germany,,declined_offer
1507,Female,Master in Management,2022-06-25,21,0,China,,rejected
1508,Female,Master in Management,2023-05-21,23,0,India,,declined_offer
1509,Male,Master in Marketing,2023-08-02,25,14,Germany,,withdrawn
1510,Female,Master in Marketing,2023-05-26,21,0,India,Hungary,declined_offer
1511,Male,Master in Marketing,2021-05-16,24,14,India,,on_hold
1512,Male,Master in Finance,2022-04-05,24,0,India,,on_hold
1513,Female,Master in Marketing,2021-06-19,22,0,India,,deferred
1514,Male,Master in Finance,2022-02-17,21,0,Russian Federation,,enrolled
1515,Male,Master in Marketing,2020-11-10,23,0,Poland,,declined_offer
1516,Male,Master in Management,2023-06-28,22,0,Germany,,rejected
1517,Female,Master in Management,2021-04-04,22,0,China,,rejected
1518,Female,Master in Marketing,2023-09-21,25,14,China,,rejected
1519,Female,Master in Finance,2020-10-24,23,0,India,,declined_offer
1520,Female,Master in Finance,2022-11-10,21,0,Taiwan,Estonia,declined_offer
1521,Male,Master in Management,2023-12-25,23,0,Russian Federation,,declined_offer
1522,Male,Master in Finance,2021-02-02,22,0,India,,on_hold
1523,Female,Master in Management,2022-05-13,24,4,Germany,Poland,declined_offer
1524,Male,Master in Management,2024-02-06,23,0,Hungary,,rejected
1525,Female,Master in Management,2021-02-03,22,0,China,,declined_offer
1526,Female,Master in Management,2021-04-01,22,0,China,,on_hold
1527,Male,Master in Finance,2023-05-01,22,16,Kenya,,rejected
1528,Female,Master in Finance,2024-01-31,24,3,China,,rejected
1529,Male,Master in Management,2023-01-13,31,11,Germany,,declined_offer
1530,Female,Master in Marketing,2022-09-10,22,0,China,,rejected
1531,Male,Master in Finance,2023-08-02,23,8,Germany,,enrolled
1532,Female,Master in Management,2023-02-01,21,0,China,,rejected
1533,Male,Master in Finance,2022-07-31,30,16,United States,,enrolled
1534,Female,Master in Marketing,2024-02-04,25,6,China,,enrolled
1535,Male,Master in Management,2022-03-20,22,15,Russian Federation,,rejected
1536,Female,Master in Finance,2022-02-05,25,15,Mexico,,rejected
1537,Female,Master in Finance,2024-01-12,22,14,Germany,,enrolled
1538,Male,Master in Marketing,2021-04-07,24,2,Russian Federation,,declined_offer
1539,Male,Master in Finance,2023-09-29,24,8,India,,withdrawn
1540,Male,Master in Finance,2021-02-16,22,17,Germany,,rejected
1541,Male,Master in Marketing,2023-09-17,21,0,India,,rejected
1542,Female,Master in Finance,2022-01-24,24,18,China,,on_hold
1543,Female,Master in Management,2022-07-05,24,0,Netherlands,,enrolled
1544,Female,Master in Marketing,2022-06-10,22,3,China,,rejected
1545,Male,Master in Management,2021-01-29,23,0,Germany,,declined_offer
1546,Female,Master in Management,2022-03-07,24,6,Germany,,enrolled
1547,Male,Master in Finance,2022-07-08,22,0,Iran,United States,rejected
1548,Female,Master in Finance,2024-02-18,23,0,Germany,,enrolled
1549,Female,Master in Finance,2023-03-27,25,12,Viet Nam,,enrolled
1550,Male,Master in Marketing,2023-08-12,24,0,India,,rejected
1551,Female,Master in Marketing,2022-05-12,23,11,China,,withdrawn
1552,Female,Master in Marketing,2021-10-03,24,0,India,,enrolled
1553,Female,Master in Management,2020-09-16,23,0,Taiwan,Australia,enrolled
1554,Female,Master in Management,2020-11-24,25,1,China,,enrolled
1555,Male,Master in Management,2020-09-01,22,22,Russian Federation,,enrolled
1556,Female,Master in Finance,2020-12-28,23,3,Spain,,declined_offer
1557,Male,Master in Marketing,2022-10-20,23,0,Russian Federation,,enrolled
1558,Male,Master in Management,2021-06-25,23,0,Poland,,declined_offer
1559,Female,Master in Finance,2022-07-21,23,7,India,,rejected
1560,Male,Master in Management,2023-02-28,24,0,Russian Federation,,rejected
1561,Male,Master in Finance,2024-01-03,21,0,Serbia,,enrolled
1562,Female,Master in Management,2024-03-23,24,7,India,,rejected
1563,Female,Master in Management,2022-12-31,22,0,China,,rejected
1564,Male,Master in Marketing,2024-03-16,24,6,Germany,,rejected
1565,Male,Master in Finance,2023-04-02,22,0,India,,declined_offer
1566,Male,Master in Marketing,2022-04-03,27,36,Russian Federation,,deferred
1567,Female,Master in Marketing,2022-02-14,23,0,Italy,,declined_offer
1568,Female,Master in Management,2021-09-14,21,0,Portugal,,declined_offer
1569,Female,Master in Management,2022-08-17,22,7,China,,declined_offer
1570,Male,Master in Management,2022-05-10,22,0,India,,rejected
1571,Male,Master in Management,2022-06-13,25,0,China,,rejected
1572,Male,Master in Finance,2023-05-14,26,15,China,,deferred
1573,Female,Master in Marketing,2022-04-03,23,5,India,,withdrawn
1574,Male,Master in Management,2022-03-16,22,0,Mexico,,rejected
1575,Female,Master in Marketing,2023-03-14,24,12,Spain,,declined_offer
1576,Male,Master in Management,2022-12-21,22,0,India,,rejected
1577,Female,Master in Finance,2024-03-17,23,0,China,,withdrawn
1578,Male,Master in Management,2023-03-20,22,0,Viet Nam,,enrolled
1579,Male,Master in Management,2021-12-23,23,0,Colombia,,enrolled
1580,Male,Master in Marketing,2021-05-19,22,0,India,,enrolled
1581,Female,Master in Marketing,2023-09-04,24,17,Taiwan,,enrolled
1582,Male,Master in Marketing,2021-01-05,20,15,China,,enrolled
1583,Male,Master in Finance,2020-12-01,24,24,Russian Federation,,rejected
1584,Female,Master in Management,2021-06-30,24,6,India,,rejected
1585,Male,Master in Management,2020-09-26,30,14,India,,on_hold
1586,Male,Master in Finance,2023-01-26,24,19,China,,declined_offer
1587,Male,Master in Finance,2023-06-12,22,11,Germany,,declined_offer
1588,Male,Master in Finance,2023-06-10,22,22,India,,rejected
1589,Male,Master in Marketing,2023-08-09,24,7,Colombia,,rejected
1590,Male,Master in Finance,2022-04-30,22,17,United Kingdom,,enrolled
1591,Female,Master in Finance,2023-01-05,24,0,China,,enrolled
1592,Female,Master in Marketing,2023-01-29,21,0,China,,rejected
1593,Female,Master in Marketing,2020-09-19,24,14,United States,,on_hold
1594,Male,Master in Management,2023-01-06,22,11,France,,enrolled
1595,Male,Master in Finance,2021-01-31,22,12,Pakistan,,enrolled
1596,Male,Master in Finance,2023-10-16,36,9,Russian Federation,,enrolled
1597,Female,Master in Marketing,2022-05-17,24,36,Serbia,,on_hold
1598,Male,Master in Marketing,2021-09-18,24,16,Germany,,withdrawn
1599,Female,Master in Finance,2023-03-03,25,11,China,,rejected
1600,Male,Master in Finance,2022-11-06,24,24,India,,on_hold
1601,Male,Master in Marketing,2021-02-08,25,23,India,,rejected
1602,Female,Master in Marketing,2021-03-29,22,0,Taiwan,,enrolled
1603,Male,Master in Finance,2023-03-25,21,0,India,,enrolled
1604,Male,Master in Finance,2022-03-09,22,0,India,,enrolled
1605,Female,Master in Finance,2021-09-21,21,5,India,,on_hold
1606,Male,Master in Management,2021-08-11,24,9,India,,on_hold
1607,Male,Master in Management,2021-05-16,23,0,India,,rejected
1608,Female,Master in Finance,2021-03-30,22,0,Italy,,enrolled
1609,Male,Master in Management,2020-11-12,25,13,Czech Republic,,enrolled
1610,Male,Master in Management,2022-11-17,22,9,India,,rejected
1611,Male,Master in Finance,2023-05-24,24,10,China,,withdrawn
1612,Female,Master in Finance,2023-08-04,30,12,China,,enrolled
1613,Male,Master in Finance,2023-04-13,27,16,Germany,,declined_offer
1614,Male,Master in Finance,2022-10-17,24,24,Taiwan,,declined_offer
1615,Male,Master in Management,2020-12-03,27,24,Germany,,enrolled
1616,Female,Master in Finance,2021-09-13,22,0,China,,withdrawn
1617,Male,Master in Finance,2022-03-27,25,14,Russian Federation,,rejected
1618,Male,Master in Management,2021-09-08,23,6,Portugal,,enrolled
1619,Female,Master in Marketing,2023-12-20,21,0,China,,declined_offer
1620,Female,Master in Management,2021-07-09,25,13,Switzerland,,enrolled
1621,Male,Master in Marketing,2023-11-02,23,2,Morocco,,enrolled
1622,Male,Master in Finance,2023-06-15,22,0,Greece,,enrolled
1623,Female,Master in Management,2021-03-08,21,0,Viet Nam,,declined_offer
1624,Male,Master in Management,2020-09-15,21,0,Ghana,,rejected
1625,Male,Master in Finance,2023-09-19,26,36,Viet Nam,,rejected
1626,Male,Master in Management,2020-09-16,24,17,Germany,,rejected
1627,Male,Master in Finance,2021-02-14,26,13,India,,on_hold
1628,Male,Master in Finance,2023-10-18,23,0,Turkey,Peru,declined_offer
1629,Male,Master in Finance,2024-02-25,26,6,India,,enrolled
1630,Male,Master in Finance,2021-08-27,21,0,Russian Federation,,on_hold
1631,Female,Master in Marketing,2022-09-06,23,17,Italy,,enrolled
1632,Female,Master in Marketing,2021-06-28,21,0,China,,rejected
1633,Female,Master in Finance,2021-07-03,25,7,India,,rejected
1634,Female,Master in Management,2021-02-17,25,10,Kenya,,enrolled
1635,Female,Master in Management,2023-01-22,22,0,Italy,,rejected
1636,Male,Master in Finance,2022-06-27,22,21,India,,enrolled
1637,Female,Master in Finance,2023-06-20,22,3,China,,rejected
1638,Male,Master in Management,2021-02-06,25,0,India,Norway,rejected
1639,Female,Master in Marketing,2023-03-11,23,0,China,,declined_offer
1640,Male,Master in Finance,2023-09-27,27,0,Serbia,,rejected
1641,Female,Master in Marketing,2022-11-18,31,17,Korea,,declined_offer
1642,Male,Master in Management,2024-02-13,23,14,India,,rejected
1643,Male,Master in Management,2020-11-09,21,0,Korea,,declined_offer
1644,Female,Master in Finance,2021-12-11,22,0,Poland,,enrolled
1645,Male,Master in Management,2022-10-06,20,0,India,,on_hold
1646,Male,Master in Management,2020-11-22,24,9,India,,declined_offer
1647,Female,Master in Management,2022-07-30,25,17,India,,on_hold
1648,Male,Master in Finance,2021-04-14,23,20,Turkey,,declined_offer
1649,Male,Master in Management,2022-04-29,23,0,India,,on_hold
1650,Male,Master in Marketing,2021-03-05,26,36,Germany,,rejected
1651,Female,Master in Management,2024-01-29,22,0,China,,declined_offer
1652,Male,Master in Finance,2023-05-25,25,0,Portugal,,rejected
1653,Female,Master in Marketing,2022-02-19,21,0,China,Morocco,deferred
1654,Male,Master in Finance,2020-12-03,24,9,India,,rejected
1655,Male,Master in Finance,2022-01-16,29,8,India,,enrolled
1656,Male,Master in Management,2023-03-10,26,15,India,,rejected
1657,Male,Master in Management,2022-03-06,23,4,Russian Federation,,rejected
1658,Male,Master in Management,2022-07-05,24,16,Germany,,enrolled
1659,Female,Master in Management,2022-02-23,24,9,India,,declined_offer
1660,Female,Master in Finance,2021-12-22,22,0,China,,rejected
1661,Female,Master in Marketing,2021-12-07,22,0,China,,rejected
1662,Male,Master in Management,2023-05-03,22,0,China,,enrolled
1663,Male,Master in Finance,2021-02-18,23,24,Germany,,enrolled
1664,Female,Master in Finance,2021-01-30,25,0,China,,enrolled
1665,Female,Master in Marketing,2021-10-24,22,0,India,,declined_offer
1666,Male,Master in Marketing,2022-06-11,21,0,India,,rejected
1667,Male,Master in Finance,2022-10-21,23,6,Ireland,,declined_offer
1668,Male,Master in Finance,2021-11-22,26,17,Russian Federation,,declined_offer
1669,Female,Master in Marketing,2021-01-19,23,4,Germany,,enrolled
1670,Male,Master in Finance,2023-11-17,24,6,Russian Federation,,enrolled
1671,Male,Master in Finance,2023-11-22,26,16,India,Taiwan,withdrawn
1672,Male,Master in Finance,2021-01-25,22,9,Hungary,,enrolled
1673,Female,Master in Management,2021-09-13,23,7,Germany,,enrolled
1674,Male,Master in Finance,2023-10-22,24,9,India,,rejected
1675,Male,Master in Finance,2020-10-22,25,6,India,,enrolled
1676,Female,Master in Management,2021-11-06,21,0,India,,declined_offer
1677,Male,Master in Marketing,2023-04-16,30,36,China,,enrolled
1678,Female,Master in Marketing,2023-11-08,22,0,China,,withdrawn
1679,Male,Master in Finance,2024-01-11,21,0,Germany,,declined_offer
1680,Female,Master in Management,2021-10-08,27,11,Germany,,rejected
1681,Male,Master in Finance,2023-06-24,25,15,India,,on_hold
1682,Male,Master in Management,2022-01-29,22,0,Norway,,enrolled
1683,Male,Master in Management,2023-10-25,29,0,Germany,,rejected
1684,Female,Master in Management,2020-09-30,22,1,India,,enrolled
